id,title,year,rated,released,runtime,genre,director,writer,actors,plot,language,awards,poster,ratings,metascore,imdbrating,imdbvotes,imdbid,dvd,boxoffice,production,website 
tt0092718,Can't Buy Me Love,1987,PG-13,1987-08-14,94,"Comedy, Drama, Romance",Steve Rash,Michael Swerdlick,"Patrick Dempsey, Amanda Peterson, Courtney Gains, Tina Caspary",An outcast secretly pays the most popular girl in school one thousand dollars to pretend to be his girlfriend for a month.,English,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNzVmMjgwZWEtZTg2Mi00YWI3LWEzYWItZTQxNmM4ZDA3MmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,50.0,36,6.8,308810,tt0092718,2002-08-13,,https://m.media-amazon.com/images/M/MV5BNzVmMjgwZWEtZTg2Mi00YWI3LWEzYWItZTQxNmM4ZDA3MmYxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0093493,Mannequin,1987,PG,1987-02-13,90,"Comedy, Fantasy, Romance",Michael Gottlieb,"Edward Rugoff, Michael Gottlieb","Andrew McCarthy, Kim Cattrall, Estelle Getty, James Spader","A young artist, searching for his vocation, makes a mannequin so perfect he falls in love with it. Finding the mannequin in a store window, he gets a job there and his creation comes to life.",English,Nominated for 1 Oscar. Another 5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_SX300.jpg,22.0,21,5.9,276630,tt0093493,2001-12-26,,https://m.media-amazon.com/images/M/MV5BMTM0ODkyMTIzM15BMl5BanBnXkFtZTcwOTYzNzA2NA@@._V1_SX300.jpg,
tt0093565,Moonstruck,1987,PG,1988-01-15,102,"Comedy, Drama, Romance",Norman Jewison,John Patrick Shanley,"Cher, Nicolas Cage, Vincent Gardenia, Olympia Dukakis","Loretta Castorini, a bookkeeper from Brooklyn, New York, finds herself in a difficult situation when she falls for the brother of the man she has agreed to marry.","English, Italian, Latin",Won 3 Oscars. Another 15 wins & 19 nominations.,https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,93.0,83,7.1,456960,tt0093565,1998-06-30,,https://m.media-amazon.com/images/M/MV5BMjIwMDY0NzYyMF5BMl5BanBnXkFtZTcwOTE5NDk0NA@@._V1_SX300.jpg,
tt0093693,Overboard,1987,PG,1987-12-16,112,"Comedy, Romance",Garry Marshall,Leslie Dixon,"Goldie Hawn, Kurt Russell, Edward Herrmann, Katherine Helmond","A cruel but beautiful heiress mocks and cheats a hired carpenter. When she gets amnesia after an accident, he decides to introduce her to regular life by convincing her they're husband and wife.","English, French, Portuguese",3 nominations.,https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,43.0,53,6.9,498510,tt0093693,2000-09-19,,https://m.media-amazon.com/images/M/MV5BMjIzMjMxOTgzM15BMl5BanBnXkFtZTcwMTAwODM2NA@@._V1_SX300.jpg,
tt0093779,The Princess Bride,1987,PG,1987-10-09,98,"Adventure, Family, Fantasy, Romance",Rob Reiner,"William Goldman (screenplay by), William Goldman (based upon his book)","Cary Elwes, Mandy Patinkin, Chris Sarandon, Christopher Guest","While home sick in bed, a young boy's grandfather reads him the story of a farmboy-turned-pirate who encounters numerous obstacles, enemies and allies in his quest to be reunited with his true love.",English,Nominated for 1 Oscar. Another 7 wins & 8 nominations.,https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,97.0,77,8.1,3746880,tt0093779,1999-01-26,,https://m.media-amazon.com/images/M/MV5BMGM4M2Q5N2MtNThkZS00NTc1LTk1NTItNWEyZjJjNDRmNDk5XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,
tt0094921,Crossing Delancey,1988,PG,1988-09-16,97,"Comedy, Romance",Joan Micklin Silver,"Susan Sandler (play), Susan Sandler (screenplay)","Amy Irving, Peter Riegert, Reizl Bozyk, Jeroen Krabbé",A Manhattan single meets a man through her Jewish grandmother's matchmaker.,"English, French, Hebrew, Yiddish",Nominated for 1 Golden Globe. Another 1 nomination.,https://m.media-amazon.com/images/M/MV5BZTlhNWJiMzAtYTIyNC00YzcyLWJkNGUtMTYwMDNhNjc5MTdkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,88.0,,6.9,34330,tt0094921,2007-02-06,,https://m.media-amazon.com/images/M/MV5BZTlhNWJiMzAtYTIyNC00YzcyLWJkNGUtMTYwMDNhNjc5MTdkXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,
tt0094898,Coming to America,1988,R,1988-06-29,116,"Comedy, Romance",John Landis,"Eddie Murphy (story), David Sheffield (screenplay), Barry W. Blaustein (screenplay)","Paul Bates, Eddie Murphy, Garcelle Beauvais, Feather","An extremely pampered African Prince travels to Queens, New York, and goes undercover to find a wife that he can respect for her intelligence and will.",English,Nominated for 2 Oscars. Another 5 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BNGZlNjdlZmMtYTg0MC00MmZkLWIyNDktYmNlOWYzMTkzYWQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,67.0,47,7.0,1547770,tt0094898,1999-03-09,,https://m.media-amazon.com/images/M/MV5BNGZlNjdlZmMtYTg0MC00MmZkLWIyNDktYmNlOWYzMTkzYWQ1XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,
tt0097257,Earth Girls Are Easy,1988,PG,1989-05-12,100,"Comedy, Musical, Romance, Sci-Fi",Julien Temple,"Julie Brown, Charlie Coffey, Terrence E. McNally","Geena Davis, Jeff Goldblum, Jim Carrey, Damon Wayans",A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.,English,3 nominations.,https://m.media-amazon.com/images/M/MV5BN2RlYjE4MWItZmY0ZS00YjIzLWEyYTAtMDhkZmQ2Njc4MzgwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,67.0,66,5.3,192320,tt0097257,2000-07-25,,https://m.media-amazon.com/images/M/MV5BN2RlYjE4MWItZmY0ZS00YjIzLWEyYTAtMDhkZmQ2Njc4MzgwXkEyXkFqcGdeQXVyMTEwODg2MDY@._V1_SX300.jpg,
tt0096463,Working Girl,1988,R,1988-12-21,113,"Comedy, Drama, Romance",Mike Nichols,Kevin Wade,"Harrison Ford, Sigourney Weaver, Melanie Griffith, Alec Baldwin","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job.",English,Won 1 Oscar. Another 8 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BZTIwZGE5OWUtYzMxMi00Njk5LWI5NjAtMWYyMDljZGRjYWRlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,83.0,73,6.8,492640,tt0096463,2001-04-17,,https://m.media-amazon.com/images/M/MV5BZTIwZGE5OWUtYzMxMi00Njk5LWI5NjAtMWYyMDljZGRjYWRlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_SX300.jpg,
tt0098258,Say Anything...,1989,PG-13,1989-04-14,100,"Comedy, Drama, Romance",Cameron Crowe,Cameron Crowe,"John Cusack, Ione Skye, John Mahoney, Lili Taylor",A noble underachiever and a beautiful valedictorian fall in love the summer before she goes off to college.,English,1 win & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTg5OTk1NjczNl5BMl5BanBnXkFtZTgwNTE3NjkzMTE@._V1_SX300.jpg,98.0,85,7.3,788730,tt0098258,2002-03-05,,https://m.media-amazon.com/images/M/MV5BMTg5OTk1NjczNl5BMl5BanBnXkFtZTgwNTE3NjkzMTE@._V1_SX300.jpg,
tt0098635,When Harry Met Sally...,1989,R,1989-07-21,95,"Comedy, Drama, Romance",Rob Reiner,Nora Ephron,"Billy Crystal, Meg Ryan, Carrie Fisher, Bruno Kirby","Harry and Sally have known each other for years, and are very good friends, but they fear sex would ruin the friendship.",English,Nominated for 1 Oscar. Another 4 wins & 16 nominations.,https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,90.0,76,7.6,1852280,tt0098635,1998-10-13,,https://m.media-amazon.com/images/M/MV5BMjE0ODEwNjM2NF5BMl5BanBnXkFtZTcwMjU2Mzg3NA@@._V1_SX300.jpg,
tt0099699,Green Card,1990,PG-13,1991-02-01,107,"Comedy, Drama, Romance",Peter Weir,Peter Weir,"Gérard Depardieu, Andie MacDowell, Bebe Neuwirth, Gregg Edelman","A man wanting to stay in the US enters into a marriage of convenience, but it turns into more than that.","English, French, Spanish",Nominated for 1 Oscar. Another 3 wins & 3 nominations.,https://m.media-amazon.com/images/M/MV5BMTNjZjQ3MTYtNTdhMS00MDRhLThjMjItMmQ3MzJkMjMyODg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,60.0,58,6.2,215560,tt0099699,2003-03-04,,https://m.media-amazon.com/images/M/MV5BMTNjZjQ3MTYtNTdhMS00MDRhLThjMjItMmQ3MzJkMjMyODg5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,
tt0100405,Pretty Woman,1990,R,1990-03-23,119,"Comedy, Romance",Garry Marshall,J.F. Lawton,"Richard Gere, Julia Roberts, Ralph Bellamy, Jason Alexander","A man in a legal but hurtful business needs an escort for some social events, and hires a beautiful prostitute he meets... only to fall in love.",English,Nominated for 1 Oscar. Another 8 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,62.0,51,7.0,2731550,tt0100405,1998-05-19,,https://m.media-amazon.com/images/M/MV5BNjk2ODQzNDYxNV5BMl5BanBnXkFtZTgwMTcyNDg4NjE@._V1_SX300.jpg,
tt0101745,Doc Hollywood,1991,PG-13,1991-08-02,104,"Comedy, Drama, Romance",Michael Caton-Jones,"Neil B. Shulman (book), Laurian Leggett (adaptation), Jeffrey Price (screenplay), Peter S. Seaman (screenplay), Daniel Pyne (screenplay)","Michael J. Fox, Julie Warner, Barnard Hughes, Woody Harrelson",A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,English,,https://m.media-amazon.com/images/M/MV5BNTcwMjZlZTgtM2VlMC00MDZkLWIzODQtMDRhZjE0N2QzMTgwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,68.0,56,6.2,316630,tt0101745,1998-10-06,,https://m.media-amazon.com/images/M/MV5BNTcwMjZlZTgtM2VlMC00MDZkLWIzODQtMDRhZjE0N2QzMTgwXkEyXkFqcGdeQXVyMjY3MjUzNDk@._V1_SX300.jpg,
tt0103859,Boomerang,1992,R,1992-07-01,117,"Comedy, Drama, Romance",Reginald Hudlin,"Barry W. Blaustein (screenplay by), David Sheffield (screenplay by), Eddie Murphy (story by)","Eddie Murphy, Robin Givens, Halle Berry, David Alan Grier",A successful executive and womanizer finds his lifestyle choices have turned back on him when his new female boss turns out to be an even bigger deviant than he is.,"English, French",1 win & 5 nominations.,https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,44.0,45,5.5,245310,tt0103859,2002-09-24,,https://m.media-amazon.com/images/M/MV5BZDZmZDU5MGYtMTU3YS00NDczLWJmOTQtOTdlODk2NmMxZjllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0104040,The Cutting Edge,1992,PG,1992-03-27,101,"Comedy, Drama, Romance, Sport",Paul Michael Glaser,Tony Gilroy,"D.B. Sweeney, Moira Kelly, Roy Dotrice, Terry O'Quinn",A temperamental figure skater and a former hockey player try to win Olympic gold as a figure skating pairs team.,"English, French, Russian",,https://m.media-amazon.com/images/M/MV5BZTAzZDIyMzctMzNhZC00ZjI0LWJhMTMtODBiODNhOTA3ZDQ4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,56.0,,6.9,180720,tt0104040,2001-01-09,,https://m.media-amazon.com/images/M/MV5BZTAzZDIyMzctMzNhZC00ZjI0LWJhMTMtODBiODNhOTA3ZDQ4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,
tt0106466,Born Yesterday,1993,PG,1993-03-26,100,"Comedy, Romance",Luis Mandoki,"Garson Kanin (play), Douglas McGrath (screenplay)","Melanie Griffith, John Goodman, Don Johnson, Edward Herrmann","A businessman comes to Washington with his ex Vegas showgirl girlfriend, and after some embarrassments, he hires a reporter as tutor to smarten her up. She turns out to be smart, sucks up knowledge and questions things. Trouble?",English,1 nomination.,https://m.media-amazon.com/images/M/MV5BMzM4MGQzNzAtNWJmZC00MWQ4LWExMzktMDVlNGQ1ZjZjMmQ0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,24.0,,5.2,35640,tt0106466,2003-03-04,,https://m.media-amazon.com/images/M/MV5BMzM4MGQzNzAtNWJmZC00MWQ4LWExMzktMDVlNGQ1ZjZjMmQ0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,
tt0107616,Much Ado About Nothing,1993,PG-13,1993-07-02,111,"Comedy, Drama, Romance",Kenneth Branagh,"William Shakespeare (play), Kenneth Branagh (adaptation)","Richard Briers, Kate Beckinsale, Imelda Staunton, Jimmy Yuill","Young lovers Hero (Kate Beckinsale) and Claudio (Robert Sean Leonard), soon to wed, conspire to get verbal sparring partners and confirmed singles Benedick (Sir Kenneth Branagh) and Beatrice (Dame Emma Thompson) to wed as well.",English,Nominated for 1 Golden Globe. Another 5 wins & 10 nominations.,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,90.0,,7.3,434110,tt0107616,1998-01-01,,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,
tt0108160,Sleepless in Seattle,1993,PG,1993-06-25,105,"Comedy, Drama, Romance",Nora Ephron,"Jeff Arch (story), Nora Ephron (screenplay), David S. Ward (screenplay), Jeff Arch (screenplay)","Tom Hanks, Ross Malinger, Rita Wilson, Victor Garber",A recently widowed man's son calls a radio talk-show in an attempt to find his father a partner.,English,Nominated for 2 Oscars. Another 4 wins & 17 nominations.,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,74.0,72,6.8,1512330,tt0108160,1997-06-26,,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,
tt0110737,Only You,1994,PG,1994-10-07,109,"Comedy, Romance",Norman Jewison,Diane Drake,"Marisa Tomei, Robert Downey Jr., Bonnie Hunt, Joaquim de Almeida","As a teen, Faith was told that her destiny is a man named Damon Bradley. Years later - Faith is about to marry another man - a Damon Bradley calls to wish them all the best. Faith blows off the wedding and follows Damon to Italy.","English, Italian",,https://m.media-amazon.com/images/M/MV5BOTVkMmE1YWUtM2QwZi00OTJhLWIyYzMtOWQwNmI2MzE2NzE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,52.0,,6.5,193010,tt0110737,2004-01-20,,https://m.media-amazon.com/images/M/MV5BOTVkMmE1YWUtM2QwZi00OTJhLWIyYzMtOWQwNmI2MzE2NzE0XkEyXkFqcGdeQXVyNDAxNjkxNjQ@._V1_SX300.jpg,
tt0112697,Clueless,1995,PG-13,1995-07-19,97,"Comedy, Romance",Amy Heckerling,Amy Heckerling,"Alicia Silverstone, Stacey Dash, Brittany Murphy, Paul Rudd","A rich high school student tries to boost a new pupil's popularity, but reckons without affairs of the heart getting in the way.","English, Spanish",6 wins & 11 nominations.,https://m.media-amazon.com/images/M/MV5BMzBmOGQ0NWItOTZjZC00ZDAxLTgyOTEtODJiYWQ2YWNiYWVjXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,,68,6.8,1656000,tt0112697,2006-11-28,,,
tt0113117,French Kiss,1995,PG-13,1995-05-05,111,"Comedy, Drama, Romance",Lawrence Kasdan,Adam Brooks,"Meg Ryan, Kevin Kline, Timothy Hutton, Jean Reno","A woman flies to France to confront her straying fiancee, but gets into trouble when the charming crook seated next to her uses her for smuggling.","English, French",2 nominations.,https://m.media-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_SX300.jpg,48.0,50,6.6,452750,tt0113117,2002-01-08,,https://m.media-amazon.com/images/M/MV5BMTkzMjg5MDQ3M15BMl5BanBnXkFtZTgwOTM5NTE0MDE@._V1_SX300.jpg,
tt0113819,Mighty Aphrodite,1995,R,1995-11-10,95,"Comedy, Fantasy, Romance",Woody Allen,Woody Allen,"Pamela Blair, Rene Ceballos, Elie Chaib, George De La Pena","When he discovers his adopted son is a genius, a New York sportswriter seeks out the boy's birth mother: a ditzy porn star and prostitute.","English, Latin",Won 1 Oscar. Another 11 wins & 13 nominations.,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,77.0,59,7.0,366870,tt0113819,1999-03-16,,https://m.media-amazon.com/images/M/MV5BMGM1NzM2ZjktNDM5ZS00YmExLTk5ZmYtNDdkNjdkNTdhZWZkXkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,
tt0113986,Nine Months,1995,PG-13,1995-07-12,103,"Comedy, Romance",Chris Columbus,"Patrick Braoudé (film ""Neuf mois""), Chris Columbus (screenplay)","Hugh Grant, Julianne Moore, Tom Arnold, Joan Cusack","When he finds out his longtime girlfriend is pregnant, a commitment-phobe realizes he might have to change his lifestyle for better or much, much worse.","English, Russian",1 win & 2 nominations.,https://m.media-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,26.0,47,5.5,340320,tt0113986,2001-04-17,,https://m.media-amazon.com/images/M/MV5BY2U3YTQzYWYtZTBlYi00ZmJjLTkzMjAtOTljYmE5MThhNzk5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0114319,Sabrina,1995,PG,1995-12-15,127,"Comedy, Drama, Romance",Sydney Pollack,"Samuel A. Taylor (play), Billy Wilder (earlier screenplay), Samuel A. Taylor (earlier screenplay), Ernest Lehman (earlier screenplay), Barbara Benedek (screenplay), David Rayfiel (screenplay)","Harrison Ford, Julia Ormond, Greg Kinnear, Nancy Marchand","An ugly duckling having undergone a remarkable change, still harbors feelings for her crush: a carefree playboy, but not before his business-focused brother has something to say about it.","English, French",Nominated for 2 Oscars. Another 2 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BYjQ5ZjQ0YzQtOGY3My00MWVhLTgzNWItOTYwMTE5N2ZiMDUyXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,65.0,56,6.3,349190,tt0114319,2002-01-15,,https://m.media-amazon.com/images/M/MV5BYjQ5ZjQ0YzQtOGY3My00MWVhLTgzNWItOTYwMTE5N2ZiMDUyXkEyXkFqcGdeQXVyNjUwMzI2NzU@._V1_SX300.jpg,
tt0114924,While You Were Sleeping,1995,PG,1995-04-21,103,"Comedy, Drama, Romance",Jon Turteltaub,"Daniel G. Sullivan, Fredric Lebow","Sandra Bullock, Bill Pullman, Peter Gallagher, Peter Boyle",A hopeless romantic Chicago Transit Authority token collector is mistaken for the fiancée of a coma patient.,English,Nominated for 1 Golden Globe. Another 4 wins & 4 nominations.,https://m.media-amazon.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@._V1_SX300.jpg,79.0,67,6.7,873930,tt0114924,1998-02-03,,https://m.media-amazon.com/images/M/MV5BMTU5NjU4NDUzMl5BMl5BanBnXkFtZTgwMjc4NDgzMTE@._V1_SX300.jpg,
tt0117247,One Fine Day,1996,PG,1996-12-20,108,"Comedy, Drama, Romance",Michael Hoffman,"Terrel Seltzer, Ellen Simon","Michelle Pfeiffer, George Clooney, Mae Whitman, Alex D. Linz","The lives of two strangers and their young children unexpectedly intersect on one hectic, stressful day in New York City.","English, Spanish",Nominated for 1 Oscar. Another 4 wins & 5 nominations.,https://m.media-amazon.com/images/M/MV5BNDdhMjgxODQtZjNhNS00YjZiLWFmYTAtODZmM2RhM2M3YmIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,50.0,,6.5,417760,tt0117247,2002-01-08,,https://m.media-amazon.com/images/M/MV5BNDdhMjgxODQtZjNhNS00YjZiLWFmYTAtODZmM2RhM2M3YmIwXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0117283,The Pallbearer,1996,PG-13,1996-05-03,98,"Comedy, Romance",Matt Reeves,"Jason Katims, Matt Reeves","David Schwimmer, Gwyneth Paltrow, Michael Rapaport, Toni Collette","A young man's life is thrown into a loop when he is asked to be a pallbearer for the funeral of a classmate he doesn't remember, and his old high school crush temporarily returns to town.",English,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,45.0,,4.9,75070,tt0117283,2001-04-03,,https://m.media-amazon.com/images/M/MV5BMTA1MzJjOGItZWM4MC00ZTljLWI0NjktODFhNzYyNTdlMmY0XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,
tt0117918,Tin Cup,1996,R,1996-08-16,135,"Comedy, Drama, Romance, Sport",Ron Shelton,"John Norville, Ron Shelton","Kevin Costner, Rene Russo, Don Johnson, Cheech Marin",A washed up golf pro working at a driving range tries to qualify for the US Open in order to win the heart of his successful rival's girlfriend.,English,Nominated for 1 Golden Globe. Another 3 nominations.,https://m.media-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,70.0,60,6.4,444850,tt0117918,1997-08-27,,https://m.media-amazon.com/images/M/MV5BNDQxNzY1MzItZmU1Mi00MWI3LTk4ZjYtOTBlM2RmYTk1MTJjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,
tt0117979,The Truth About Cats & Dogs,1996,PG-13,1996-04-26,97,"Comedy, Romance",Michael Lehmann,Audrey Wells,"Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx",A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.,English,2 nominations.,https://m.media-amazon.com/images/M/MV5BOWM0MTA4NjItMzM3ZS00NDJmLTg3NWItNGE5ODIyOGJhNzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,85.0,64,6.2,242660,tt0117979,2001-04-17,,https://m.media-amazon.com/images/M/MV5BOWM0MTA4NjItMzM3ZS00NDJmLTg3NWItNGE5ODIyOGJhNzQ0L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0119822,As Good as It Gets,1997,PG-13,1997-12-25,139,"Comedy, Drama, Romance",James L. Brooks,"Mark Andrus (story), Mark Andrus (screenplay), James L. Brooks (screenplay)","Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr.","A single mother and waitress, a misanthropic author, and a gay artist form an unlikely friendship after the artist is assaulted in a robbery.",English,Won 2 Oscars. Another 36 wins & 53 nominations.,https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,85.0,67,7.7,2637260,tt0119822,1998-05-19,,https://m.media-amazon.com/images/M/MV5BNWMxZTgzMWEtMTU0Zi00NDc5LWFkZjctMzUxNDIyNzZiMmNjXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0118842,Chasing Amy,1997,R,1997-04-18,113,"Comedy, Drama, Romance",Kevin Smith,Kevin Smith,"Ethan Suplee, Ben Affleck, Scott Mosier, Jason Lee","Holden and Banky are comic book artists. Everything's going good for them until they meet Alyssa, also a comic book artist. Holden falls for her, but his hopes are crushed when he finds out she's a lesbian.",English,Nominated for 1 Golden Globe. Another 5 wins & 15 nominations.,https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,87.0,71,7.2,1285900,tt0118842,2000-06-01,,https://m.media-amazon.com/images/M/MV5BZDM3MTg2MGUtZDM0MC00NzMwLWE5NjItOWFjNjA2M2I4YzgxXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,
tt0119141,Fools Rush In,1997,PG-13,1997-02-14,109,"Comedy, Drama, Romance",Andy Tennant,"Joan Taylor (story), Katherine Reback (story), Katherine Reback (screenplay)","Matthew Perry, Salma Hayek, Jon Tenney, Carlos Gómez","After a one night stand with Alex, Isabel realizes that she is pregnant and they decide to get married. However, along with the marriage comes compromise of one's own cultural traditions.","English, Spanish",3 nominations.,https://m.media-amazon.com/images/M/MV5BM2Q3MzA3YmYtNzUzNS00NDhhLTkyZmYtMDU2YmE1ODY5MjdmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,32.0,37,6.0,313550,tt0119141,1998-02-10,,https://m.media-amazon.com/images/M/MV5BM2Q3MzA3YmYtNzUzNS00NDhhLTkyZmYtMDU2YmE1ODY5MjdmXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,
